id,id_entrepot,datetime,capteur1,capteur2,capteur3
TMP-ENT006-00033,ENT006,2024-01-02 08:00:00,16.77,17.11,17.15
TMP-ENT006-00034,ENT006,2024-01-02 09:00:00,17.9,18.08,17.97
TMP-ENT006-00035,ENT006,2024-01-02 10:00:00,18.96,18.69,18.71
TMP-ENT006-00036,ENT006,2024-01-02 11:00:00,19.32,19.14,19.14
TMP-ENT006-00037,ENT006,2024-01-02 12:00:00,18.53,19.01,19.13
TMP-ENT006-00038,ENT006,2024-01-02 13:00:00,18.93,18.36,18.51
TMP-ENT006-00039,ENT006,2024-01-02 14:00:00,17.58,17.58,17.61
TMP-ENT006-00040,ENT006,2024-01-02 15:00:00,16.15,16.12,16.12
TMP-ENT006-00041,ENT006,2024-01-02 16:00:00,16.57,16.88,16.15
TMP-ENT006-00042,ENT006,2024-01-02 17:00:00,13.85,14.49,14.68
TMP-ENT006-00043,ENT006,2024-01-02 18:00:00,11.52,10.74,10.82
TMP-ENT006-00044,ENT006,2024-01-02 19:00:00,11.22,11.4,11.47
TMP-ENT006-00045,ENT006,2024-01-02 20:00:00,11.58,11.46,11.48
TMP-ENT006-00046,ENT006,2024-01-02 21:00:00,11.01,10.5,10.44
TMP-ENT006-00047,ENT006,2024-01-02 22:00:00,11.18,10.9,11.93
TMP-ENT006-00048,ENT006,2024-01-02 23:00:00,11.23,11.21,11.06
TMP-ENT006-00049,ENT006,2024-01-03 00:00:00,12.0,11.31,12.11
TMP-ENT006-00050,ENT006,2024-01-03 01:00:00,11.67,12.28,11.62
TMP-ENT006-00051,ENT006,2024-01-03 02:00:00,10.18,9.63,10.13
TMP-ENT006-00052,ENT006,2024-01-03 03:00:00,11.16,11.38,10.66
TMP-ENT006-00053,ENT006,2024-01-03 04:00:00,11.26,12.17,11.57
TMP-ENT006-00054,ENT006,2024-01-03 05:00:00,14.31,14.08,14.6
TMP-ENT006-00055,ENT006,2024-01-03 06:00:00,15.68,15.82,15.78
TMP-ENT006-00056,ENT006,2024-01-03 07:00:00,15.73,16.33,15.45
TMP-ENT006-00057,ENT006,2024-01-03 08:00:00,17.03,17.66,17.52
TMP-ENT006-00058,ENT006,2024-01-03 09:00:00,18.28,18.32,18.34
TMP-ENT006-00059,ENT006,2024-01-03 10:00:00,19.41,19.12,19.87
TMP-ENT006-00060,ENT006,2024-01-03 11:00:00,19.25,19.1,18.9
TMP-ENT006-00061,ENT006,2024-01-03 12:00:00,18.65,19.44,19.34
TMP-ENT006-00062,ENT006,2024-01-03 13:00:00,18.77,18.91,18.31
TMP-ENT006-00063,ENT006,2024-01-03 14:00:00,18.02,18.22,17.47
TMP-ENT006-00064,ENT006,2024-01-03 15:00:00,16.54,15.8,16.7
TMP-ENT006-00065,ENT006,2024-01-03 16:00:00,15.74,16.04,16.22
TMP-ENT006-00066,ENT006,2024-01-03 17:00:00,13.62,12.99,12.95
TMP-ENT006-00067,ENT006,2024-01-03 18:00:00,10.72,10.45,10.55
TMP-ENT006-00068,ENT006,2024-01-03 19:00:00,11.16,11.23,11.43
TMP-ENT006-00069,ENT006,2024-01-03 20:00:00,10.84,10.9,11.0
TMP-ENT006-00070,ENT006,2024-01-03 21:00:00,11.71,11.28,11.18
TMP-ENT006-00071,ENT006,2024-01-03 22:00:00,11.19,11.12,11.0
TMP-ENT006-00072,ENT006,2024-01-03 23:00:00,11.67,10.9,11.4
TMP-ENT006-00073,ENT006,2024-01-04 00:00:00,10.75,11.24,11.65
TMP-ENT006-00074,ENT006,2024-01-04 01:00:00,11.65,11.33,11.73
TMP-ENT006-00075,ENT006,2024-01-04 02:00:00,11.42,11.6,11.36
TMP-ENT006-00076,ENT006,2024-01-04 03:00:00,11.61,11.48,11.59
TMP-ENT006-00077,ENT006,2024-01-04 04:00:00,11.24,11.36,11.06
TMP-ENT006-00078,ENT006,2024-01-04 05:00:00,13.63,14.2,14.03
TMP-ENT006-00079,ENT006,2024-01-04 06:00:00,15.23,15.81,15.89
TMP-ENT006-00080,ENT006,2024-01-04 07:00:00,16.26,16.35,16.5
TMP-ENT006-00081,ENT006,2024-01-04 08:00:00,17.64,16.66,17.23
TMP-ENT006-00082,ENT006,2024-01-04 09:00:00,19.17,19.14,19.0
TMP-ENT006-00083,ENT006,2024-01-04 10:00:00,19.59,19.47,19.44
TMP-ENT006-00084,ENT006,2024-01-04 11:00:00,19.24,19.17,19.29
TMP-ENT006-00085,ENT006,2024-01-04 12:00:00,18.08,18.46,18.2
TMP-ENT006-00086,ENT006,2024-01-04 13:00:00,18.34,18.14,18.35
TMP-ENT006-00087,ENT006,2024-01-04 14:00:00,17.75,17.5,17.35
TMP-ENT006-00088,ENT006,2024-01-04 15:00:00,17.51,16.87,16.93
TMP-ENT006-00089,ENT006,2024-01-04 16:00:00,15.12,15.82,15.15
TMP-ENT006-00090,ENT006,2024-01-04 17:00:00,14.06,14.48,14.52
TMP-ENT006-00091,ENT006,2024-01-04 18:00:00,10.62,10.88,10.95
TMP-ENT006-00092,ENT006,2024-01-04 19:00:00,11.53,11.3,11.02
TMP-ENT006-00093,ENT006,2024-01-04 20:00:00,11.42,11.36,12.02
TMP-ENT006-00094,ENT006,2024-01-04 21:00:00,11.38,11.49,11.41
TMP-ENT006-00095,ENT006,2024-01-04 22:00:00,11.66,11.31,11.26
TMP-ENT006-00096,ENT006,2024-01-04 23:00:00,12.03,11.38,11.57
TMP-ENT006-00097,ENT006,2024-01-05 00:00:00,10.88,10.42,10.86
TMP-ENT006-00098,ENT006,2024-01-05 01:00:00,10.39,10.34,10.45
TMP-ENT006-00099,ENT006,2024-01-05 02:00:00,10.21,11.64,10.89
TMP-ENT006-00100,ENT006,2024-01-05 03:00:00,9.96,10.35,10.38
TMP-ENT006-00101,ENT006,2024-01-05 04:00:00,10.16,10.49,10.4
TMP-ENT006-00102,ENT006,2024-01-05 05:00:00,13.96,14.18,14.12
TMP-ENT006-00103,ENT006,2024-01-05 06:00:00,14.78,14.74,14.73
TMP-ENT006-00104,ENT006,2024-01-05 07:00:00,16.74,16.46,16.06
TMP-ENT006-00105,ENT006,2024-01-05 08:00:00,18.23,18.39,17.64
TMP-ENT006-00106,ENT006,2024-01-05 09:00:00,17.73,17.43,17.42
TMP-ENT006-00107,ENT006,2024-01-05 10:00:00,20.57,20.38,20.19
TMP-ENT006-00108,ENT006,2024-01-05 11:00:00,19.8,19.42,19.91
TMP-ENT006-00109,ENT006,2024-01-05 12:00:00,19.45,19.09,18.6
TMP-ENT006-00110,ENT006,2024-01-05 13:00:00,18.36,18.65,19.13
TMP-ENT006-00111,ENT006,2024-01-05 14:00:00,17.51,17.66,17.44
TMP-ENT006-00112,ENT006,2024-01-05 15:00:00,16.66,17.08,16.2
TMP-ENT006-00113,ENT006,2024-01-05 16:00:00,14.51,15.21,14.9
TMP-ENT006-00114,ENT006,2024-01-05 17:00:00,14.35,14.68,14.63
TMP-ENT006-00115,ENT006,2024-01-05 18:00:00,10.9,11.26,10.64
TMP-ENT006-00116,ENT006,2024-01-05 19:00:00,12.02,12.25,11.96
TMP-ENT006-00117,ENT006,2024-01-05 20:00:00,11.53,11.32,11.36
TMP-ENT006-00118,ENT006,2024-01-05 21:00:00,11.49,11.51,11.7
TMP-ENT006-00119,ENT006,2024-01-05 22:00:00,10.1,10.7,10.67
TMP-ENT006-00120,ENT006,2024-01-05 23:00:00,10.72,11.07,11.11
TMP-ENT006-00121,ENT006,2024-01-06 00:00:00,10.95,11.52,10.9
TMP-ENT006-00122,ENT006,2024-01-06 01:00:00,11.64,11.37,11.83
TMP-ENT006-00123,ENT006,2024-01-06 02:00:00,10.01,10.86,10.7
TMP-ENT006-00124,ENT006,2024-01-06 03:00:00,10.99,10.75,10.8
TMP-ENT006-00125,ENT006,2024-01-06 04:00:00,11.18,10.71,10.63
TMP-ENT006-00126,ENT006,2024-01-06 05:00:00,13.1,12.23,12.86
TMP-ENT006-00127,ENT006,2024-01-06 06:00:00,16.1,15.84,16.41
TMP-ENT006-00128,ENT006,2024-01-06 07:00:00,17.17,17.46,16.86
TMP-ENT006-00129,ENT006,2024-01-06 08:00:00,18.03,17.91,18.32
TMP-ENT006-00130,ENT006,2024-01-06 09:00:00,18.32,18.65,18.5
TMP-ENT006-00131,ENT006,2024-01-06 10:00:00,18.45,18.26,18.89
TMP-ENT006-00132,ENT006,2024-01-06 11:00:00,18.17,18.5,18.46
TMP-ENT006-00133,ENT006,2024-01-06 12:00:00,18.78,18.19,18.83
TMP-ENT006-00134,ENT006,2024-01-06 13:00:00,17.92,17.96,18.46
TMP-ENT006-00135,ENT006,2024-01-06 14:00:00,16.69,17.62,17.34
TMP-ENT006-00136,ENT006,2024-01-06 15:00:00,16.27,16.08,16.69
TMP-ENT006-00137,ENT006,2024-01-06 16:00:00,15.29,15.81,15.93
TMP-ENT006-00138,ENT006,2024-01-06 17:00:00,13.74,14.6,14.95
TMP-ENT006-00139,ENT006,2024-01-06 18:00:00,10.77,10.79,10.44
TMP-ENT006-00140,ENT006,2024-01-06 19:00:00,12.33,11.23,11.43
TMP-ENT006-00141,ENT006,2024-01-06 20:00:00,10.33,9.95,9.66
TMP-ENT006-00142,ENT006,2024-01-06 21:00:00,11.5,10.71,11.14
TMP-ENT006-00143,ENT006,2024-01-06 22:00:00,10.77,11.2,10.97
TMP-ENT006-00144,ENT006,2024-01-06 23:00:00,10.79,11.57,11.34
TMP-ENT006-00145,ENT006,2024-01-07 00:00:00,10.87,11.32,11.01
TMP-ENT006-00146,ENT006,2024-01-07 01:00:00,11.49,11.21,11.36
TMP-ENT006-00147,ENT006,2024-01-07 02:00:00,11.7,12.36,11.99
TMP-ENT006-00148,ENT006,2024-01-07 03:00:00,10.83,11.19,10.76
TMP-ENT006-00149,ENT006,2024-01-07 04:00:00,11.81,11.44,11.71
TMP-ENT006-00150,ENT006,2024-01-07 05:00:00,13.83,14.35,13.33
TMP-ENT006-00151,ENT006,2024-01-07 06:00:00,16.3,15.74,15.6
TMP-ENT006-00152,ENT006,2024-01-07 07:00:00,17.21,17.2,17.54
TMP-ENT006-00153,ENT006,2024-01-07 08:00:00,16.8,16.67,17.59
TMP-ENT006-00154,ENT006,2024-01-07 09:00:00,19.05,18.54,18.48
TMP-ENT006-00155,ENT006,2024-01-07 10:00:00,19.45,18.92,18.36
TMP-ENT006-00156,ENT006,2024-01-07 11:00:00,18.07,18.65,18.74
TMP-ENT006-00157,ENT006,2024-01-07 12:00:00,19.58,18.6,19.4
TMP-ENT006-00158,ENT006,2024-01-07 13:00:00,18.93,18.64,18.15
TMP-ENT006-00159,ENT006,2024-01-07 14:00:00,17.67,18.25,17.95
TMP-ENT006-00160,ENT006,2024-01-07 15:00:00,16.74,16.43,16.8
TMP-ENT006-00161,ENT006,2024-01-07 16:00:00,15.29,15.24,16.11
TMP-ENT006-00162,ENT006,2024-01-07 17:00:00,14.43,14.2,13.64
TMP-ENT006-00163,ENT006,2024-01-07 18:00:00,11.3,11.37,11.28
TMP-ENT006-00164,ENT006,2024-01-07 19:00:00,11.55,11.78,11.56
TMP-ENT006-00165,ENT006,2024-01-07 20:00:00,9.96,10.11,10.51
TMP-ENT006-00166,ENT006,2024-01-07 21:00:00,10.96,11.04,10.9
TMP-ENT006-00167,ENT006,2024-01-07 22:00:00,10.68,10.89,10.38
TMP-ENT006-00168,ENT006,2024-01-07 23:00:00,10.77,10.33,10.8
TMP-ENT006-00169,ENT006,2024-01-08 00:00:00,11.51,11.64,11.47
TMP-ENT006-00170,ENT006,2024-01-08 01:00:00,10.73,10.94,11.28
TMP-ENT006-00171,ENT006,2024-01-08 02:00:00,10.93,11.72,11.01
TMP-ENT006-00172,ENT006,2024-01-08 03:00:00,10.88,10.88,10.77
TMP-ENT006-00173,ENT006,2024-01-08 04:00:00,10.71,10.86,11.22
TMP-ENT006-00174,ENT006,2024-01-08 05:00:00,14.18,14.39,14.3
TMP-ENT006-00175,ENT006,2024-01-08 06:00:00,15.35,15.96,15.63
TMP-ENT006-00176,ENT006,2024-01-08 07:00:00,16.31,16.07,16.29
TMP-ENT006-00177,ENT006,2024-01-08 08:00:00,17.9,17.93,17.95
TMP-ENT006-00178,ENT006,2024-01-08 09:00:00,19.38,19.19,19.18
TMP-ENT006-00179,ENT006,2024-01-08 10:00:00,19.85,18.77,19.14
TMP-ENT006-00180,ENT006,2024-01-08 11:00:00,18.44,18.75,19.09
TMP-ENT006-00181,ENT006,2024-01-08 12:00:00,18.54,18.35,18.8
TMP-ENT006-00182,ENT006,2024-01-08 13:00:00,18.37,18.69,18.3
TMP-ENT006-00183,ENT006,2024-01-08 14:00:00,17.85,17.37,18.12
TMP-ENT006-00184,ENT006,2024-01-08 15:00:00,17.17,16.72,16.69
TMP-ENT006-00185,ENT006,2024-01-08 16:00:00,14.71,14.52,14.53
TMP-ENT006-00186,ENT006,2024-01-08 17:00:00,14.02,14.44,14.22
TMP-ENT006-00187,ENT006,2024-01-08 18:00:00,11.23,11.11,10.79
TMP-ENT006-00188,ENT006,2024-01-08 19:00:00,11.58,11.39,11.06
TMP-ENT006-00189,ENT006,2024-01-08 20:00:00,11.35,12.03,11.26
TMP-ENT006-00190,ENT006,2024-01-08 21:00:00,11.3,11.15,10.96
TMP-ENT006-00191,ENT006,2024-01-08 22:00:00,10.51,10.49,10.65
TMP-ENT006-00192,ENT006,2024-01-08 23:00:00,10.93,10.32,11.13
TMP-ENT006-00193,ENT006,2024-01-09 00:00:00,10.54,10.57,10.4
TMP-ENT006-00194,ENT006,2024-01-09 01:00:00,11.39,11.25,11.61
TMP-ENT006-00195,ENT006,2024-01-09 02:00:00,11.51,10.86,11.44
TMP-ENT006-00196,ENT006,2024-01-09 03:00:00,10.84,11.25,12.3
TMP-ENT006-00197,ENT006,2024-01-09 04:00:00,10.56,10.99,10.49
TMP-ENT006-00198,ENT006,2024-01-09 05:00:00,13.64,15.39,14.35
TMP-ENT006-00199,ENT006,2024-01-09 06:00:00,15.91,15.79,15.86
TMP-ENT006-00200,ENT006,2024-01-09 07:00:00,16.67,16.23,17.02
TMP-ENT006-00201,ENT006,2024-01-09 08:00:00,17.33,17.25,18.27
TMP-ENT006-00202,ENT006,2024-01-09 09:00:00,18.81,18.59,18.62
TMP-ENT006-00203,ENT006,2024-01-09 10:00:00,18.51,18.36,18.13
TMP-ENT006-00204,ENT006,2024-01-09 11:00:00,20.34,19.7,19.15
TMP-ENT006-00205,ENT006,2024-01-09 12:00:00,19.04,19.02,19.03
TMP-ENT006-00206,ENT006,2024-01-09 13:00:00,17.62,17.57,17.51
TMP-ENT006-00207,ENT006,2024-01-09 14:00:00,18.09,18.54,17.89
TMP-ENT006-00208,ENT006,2024-01-09 15:00:00,16.74,16.08,16.36
TMP-ENT006-00209,ENT006,2024-01-09 16:00:00,15.48,14.96,15.23
TMP-ENT006-00210,ENT006,2024-01-09 17:00:00,13.32,13.77,13.92
TMP-ENT006-00211,ENT006,2024-01-09 18:00:00,10.62,10.9,11.18
TMP-ENT006-00212,ENT006,2024-01-09 19:00:00,10.61,11.15,10.87
TMP-ENT006-00213,ENT006,2024-01-09 20:00:00,11.97,12.22,11.43
TMP-ENT006-00214,ENT006,2024-01-09 21:00:00,11.72,11.47,11.67
TMP-ENT006-00215,ENT006,2024-01-09 22:00:00,11.36,11.28,10.77
TMP-ENT006-00216,ENT006,2024-01-09 23:00:00,10.52,10.73,10.57
TMP-ENT006-00217,ENT006,2024-01-10 00:00:00,11.87,11.33,10.71
TMP-ENT006-00218,ENT006,2024-01-10 01:00:00,12.18,12.22,11.93
TMP-ENT006-00219,ENT006,2024-01-10 02:00:00,11.61,11.13,11.4
TMP-ENT006-00220,ENT006,2024-01-10 03:00:00,12.04,11.56,11.59
TMP-ENT006-00221,ENT006,2024-01-10 04:00:00,11.61,12.21,12.29
TMP-ENT006-00222,ENT006,2024-01-10 05:00:00,14.07,14.23,13.63
TMP-ENT006-00223,ENT006,2024-01-10 06:00:00,15.98,15.71,15.57
TMP-ENT006-00224,ENT006,2024-01-10 07:00:00,17.58,17.07,16.67
TMP-ENT006-00225,ENT006,2024-01-10 08:00:00,17.67,17.6,17.31
TMP-ENT006-00226,ENT006,2024-01-10 09:00:00,18.26,17.72,18.75
TMP-ENT006-00227,ENT006,2024-01-10 10:00:00,18.76,19.11,19.19
TMP-ENT006-00228,ENT006,2024-01-10 11:00:00,18.97,18.9,19.39
TMP-ENT006-00229,ENT006,2024-01-10 12:00:00,19.28,19.47,19.36
TMP-ENT006-00230,ENT006,2024-01-10 13:00:00,18.29,17.85,18.65
TMP-ENT006-00231,ENT006,2024-01-10 14:00:00,18.52,18.17,19.08
TMP-ENT006-00232,ENT006,2024-01-10 15:00:00,16.56,16.55,16.1
TMP-ENT006-00233,ENT006,2024-01-10 16:00:00,15.91,15.43,15.17
TMP-ENT006-00234,ENT006,2024-01-10 17:00:00,13.54,13.49,13.89
TMP-ENT006-00235,ENT006,2024-01-10 18:00:00,11.27,11.48,11.74
TMP-ENT006-00236,ENT006,2024-01-10 19:00:00,11.72,11.59,11.56
TMP-ENT006-00237,ENT006,2024-01-10 20:00:00,10.5,10.34,10.97
TMP-ENT006-00238,ENT006,2024-01-10 21:00:00,11.01,11.88,10.86
TMP-ENT006-00239,ENT006,2024-01-10 22:00:00,11.11,10.43,11.26
TMP-ENT006-00240,ENT006,2024-01-10 23:00:00,11.7,11.85,12.36
TMP-ENT006-00241,ENT006,2024-01-11 00:00:00,11.51,11.58,11.94
TMP-ENT006-00242,ENT006,2024-01-11 01:00:00,11.9,11.06,11.11
TMP-ENT006-00243,ENT006,2024-01-11 02:00:00,10.61,11.53,10.67
TMP-ENT006-00244,ENT006,2024-01-11 03:00:00,10.76,11.27,11.72
TMP-ENT006-00245,ENT006,2024-01-11 04:00:00,11.6,12.15,11.08
TMP-ENT006-00246,ENT006,2024-01-11 05:00:00,14.06,14.01,13.74
TMP-ENT006-00247,ENT006,2024-01-11 06:00:00,15.42,15.47,16.12
TMP-ENT006-00248,ENT006,2024-01-11 07:00:00,15.93,16.49,16.19
TMP-ENT006-00249,ENT006,2024-01-11 08:00:00,18.05,18.12,17.82
TMP-ENT006-00250,ENT006,2024-01-11 09:00:00,18.15,18.87,18.84
TMP-ENT006-00251,ENT006,2024-01-11 10:00:00,18.89,19.51,19.59
TMP-ENT006-00252,ENT006,2024-01-11 11:00:00,19.75,19.43,19.59
TMP-ENT006-00253,ENT006,2024-01-11 12:00:00,19.84,19.2,19.28
TMP-ENT006-00254,ENT006,2024-01-11 13:00:00,18.42,17.86,17.75
TMP-ENT006-00255,ENT006,2024-01-11 14:00:00,17.49,17.63,17.34
TMP-ENT006-00256,ENT006,2024-01-11 15:00:00,16.52,16.63,17.13
TMP-ENT006-00257,ENT006,2024-01-11 16:00:00,15.8,15.73,15.14
TMP-ENT006-00258,ENT006,2024-01-11 17:00:00,14.31,13.92,14.25
TMP-ENT006-00259,ENT006,2024-01-11 18:00:00,10.91,11.21,11.04
TMP-ENT006-00260,ENT006,2024-01-11 19:00:00,11.78,12.01,11.99
TMP-ENT006-00261,ENT006,2024-01-11 20:00:00,11.54,11.15,11.55
TMP-ENT006-00262,ENT006,2024-01-11 21:00:00,11.15,11.21,11.33
TMP-ENT006-00263,ENT006,2024-01-11 22:00:00,12.26,11.73,11.6
TMP-ENT006-00264,ENT006,2024-01-11 23:00:00,10.65,10.99,10.67
TMP-ENT006-00265,ENT006,2024-01-12 00:00:00,11.14,11.31,11.49
TMP-ENT006-00266,ENT006,2024-01-12 01:00:00,11.46,11.26,10.99
TMP-ENT006-00267,ENT006,2024-01-12 02:00:00,11.17,11.17,11.52
TMP-ENT006-00268,ENT006,2024-01-12 03:00:00,11.33,11.76,12.26
TMP-ENT006-00269,ENT006,2024-01-12 04:00:00,11.45,11.4,11.2
TMP-ENT006-00270,ENT006,2024-01-12 05:00:00,14.12,14.29,14.56
TMP-ENT006-00271,ENT006,2024-01-12 06:00:00,15.27,15.87,15.69
TMP-ENT006-00272,ENT006,2024-01-12 07:00:00,17.36,17.34,16.69
TMP-ENT006-00273,ENT006,2024-01-12 08:00:00,17.53,17.78,17.66
TMP-ENT006-00274,ENT006,2024-01-12 09:00:00,18.5,18.6,18.88
TMP-ENT006-00275,ENT006,2024-01-12 10:00:00,19.32,19.36,19.22
TMP-ENT006-00276,ENT006,2024-01-12 11:00:00,19.19,18.81,19.03
TMP-ENT006-00277,ENT006,2024-01-12 12:00:00,19.0,19.38,19.47
TMP-ENT006-00278,ENT006,2024-01-12 13:00:00,19.29,19.97,19.34
TMP-ENT006-00279,ENT006,2024-01-12 14:00:00,17.88,18.11,17.52
TMP-ENT006-00280,ENT006,2024-01-12 15:00:00,16.6,16.88,16.37
TMP-ENT006-00281,ENT006,2024-01-12 16:00:00,15.64,16.75,16.23
TMP-ENT006-00282,ENT006,2024-01-12 17:00:00,14.46,14.59,14.66
TMP-ENT006-00283,ENT006,2024-01-12 18:00:00,10.89,11.08,10.42
TMP-ENT006-00284,ENT006,2024-01-12 19:00:00,11.86,11.82,11.95
TMP-ENT006-00285,ENT006,2024-01-12 20:00:00,10.92,11.03,11.14
TMP-ENT006-00286,ENT006,2024-01-12 21:00:00,11.9,11.54,12.24
TMP-ENT006-00287,ENT006,2024-01-12 22:00:00,11.15,11.84,11.5
TMP-ENT006-00288,ENT006,2024-01-12 23:00:00,11.47,11.67,11.78
TMP-ENT006-00289,ENT006,2024-01-13 00:00:00,11.57,11.67,11.49
TMP-ENT006-00290,ENT006,2024-01-13 01:00:00,11.54,11.14,11.43
TMP-ENT006-00291,ENT006,2024-01-13 02:00:00,11.6,11.75,11.49
TMP-ENT006-00292,ENT006,2024-01-13 03:00:00,11.18,10.87,10.84
TMP-ENT006-00293,ENT006,2024-01-13 04:00:00,11.69,12.06,11.79
TMP-ENT006-00294,ENT006,2024-01-13 05:00:00,14.37,14.25,14.41
TMP-ENT006-00295,ENT006,2024-01-13 06:00:00,15.75,15.45,15.32
TMP-ENT006-00296,ENT006,2024-01-13 07:00:00,16.39,16.19,16.34
TMP-ENT006-00297,ENT006,2024-01-13 08:00:00,18.32,18.69,18.74
TMP-ENT006-00298,ENT006,2024-01-13 09:00:00,18.85,18.53,19.35
TMP-ENT006-00299,ENT006,2024-01-13 10:00:00,19.54,19.93,19.4
TMP-ENT006-00300,ENT006,2024-01-13 11:00:00,19.16,18.82,19.71
TMP-ENT006-00301,ENT006,2024-01-13 12:00:00,19.22,18.78,19.47
TMP-ENT006-00302,ENT006,2024-01-13 13:00:00,18.68,18.04,18.49
TMP-ENT006-00303,ENT006,2024-01-13 14:00:00,18.22,18.2,18.1
TMP-ENT006-00304,ENT006,2024-01-13 15:00:00,17.42,16.7,17.19
TMP-ENT006-00305,ENT006,2024-01-13 16:00:00,16.38,16.13,16.92
TMP-ENT006-00306,ENT006,2024-01-13 17:00:00,14.52,14.32,14.38
TMP-ENT006-00307,ENT006,2024-01-13 18:00:00,11.6,11.83,11.63
TMP-ENT006-00308,ENT006,2024-01-13 19:00:00,10.6,11.14,10.97
TMP-ENT006-00309,ENT006,2024-01-13 20:00:00,12.98,12.69,11.91
TMP-ENT006-00310,ENT006,2024-01-13 21:00:00,11.13,10.98,10.95
TMP-ENT006-00311,ENT006,2024-01-13 22:00:00,10.74,10.44,11.57
TMP-ENT006-00312,ENT006,2024-01-13 23:00:00,11.62,11.63,11.47
TMP-ENT006-00313,ENT006,2024-01-14 00:00:00,10.98,10.91,10.56
TMP-ENT006-00314,ENT006,2024-01-14 01:00:00,11.26,11.27,11.82
TMP-ENT006-00315,ENT006,2024-01-14 02:00:00,12.09,11.8,11.62
TMP-ENT006-00316,ENT006,2024-01-14 03:00:00,11.47,12.09,12.23
TMP-ENT006-00317,ENT006,2024-01-14 04:00:00,11.39,11.14,12.05
TMP-ENT006-00318,ENT006,2024-01-14 05:00:00,14.34,14.95,14.59
TMP-ENT006-00319,ENT006,2024-01-14 06:00:00,16.01,15.99,16.03
TMP-ENT006-00320,ENT006,2024-01-14 07:00:00,17.0,16.95,16.79
TMP-ENT006-00321,ENT006,2024-01-14 08:00:00,18.54,18.84,18.68
TMP-ENT006-00322,ENT006,2024-01-14 09:00:00,19.69,19.35,19.5
TMP-ENT006-00323,ENT006,2024-01-14 10:00:00,19.09,18.7,18.93
TMP-ENT006-00324,ENT006,2024-01-14 11:00:00,18.85,19.17,18.93
TMP-ENT006-00325,ENT006,2024-01-14 12:00:00,18.8,19.1,19.64
TMP-ENT006-00326,ENT006,2024-01-14 13:00:00,18.34,18.29,18.47
TMP-ENT006-00327,ENT006,2024-01-14 14:00:00,18.24,18.24,18.37
TMP-ENT006-00328,ENT006,2024-01-14 15:00:00,17.1,16.92,16.87
TMP-ENT006-00329,ENT006,2024-01-14 16:00:00,15.26,14.44,15.6
TMP-ENT006-00330,ENT006,2024-01-14 17:00:00,14.4,13.98,14.06
TMP-ENT006-00331,ENT006,2024-01-14 18:00:00,11.0,11.25,10.78
TMP-ENT006-00332,ENT006,2024-01-14 19:00:00,12.73,12.53,12.7
