id,id_entrepot,datetime,capteur1,capteur2,capteur3
TMP-ENT009-00179,ENT009,2024-01-08 10:00:00,15.37,15.77,15.59
TMP-ENT009-00180,ENT009,2024-01-08 11:00:00,17.06,16.55,17.14
TMP-ENT009-00181,ENT009,2024-01-08 12:00:00,16.21,15.8,15.61
TMP-ENT009-00182,ENT009,2024-01-08 13:00:00,15.04,15.51,15.73
TMP-ENT009-00183,ENT009,2024-01-08 14:00:00,15.61,15.88,15.29
TMP-ENT009-00184,ENT009,2024-01-08 15:00:00,14.2,13.92,14.23
TMP-ENT009-00185,ENT009,2024-01-08 16:00:00,12.05,12.48,12.94
TMP-ENT009-00186,ENT009,2024-01-08 17:00:00,11.82,12.42,11.59
TMP-ENT009-00187,ENT009,2024-01-08 18:00:00,8.7,8.44,8.66
TMP-ENT009-00188,ENT009,2024-01-08 19:00:00,8.85,8.56,9.28
TMP-ENT009-00189,ENT009,2024-01-08 20:00:00,9.33,8.75,9.48
TMP-ENT009-00190,ENT009,2024-01-08 21:00:00,8.62,8.46,8.55
TMP-ENT009-00191,ENT009,2024-01-08 22:00:00,8.39,8.92,8.36
TMP-ENT009-00192,ENT009,2024-01-08 23:00:00,9.06,8.82,9.21
TMP-ENT009-00193,ENT009,2024-01-09 00:00:00,8.77,8.33,8.43
TMP-ENT009-00194,ENT009,2024-01-09 01:00:00,8.4,8.04,8.67
TMP-ENT009-00195,ENT009,2024-01-09 02:00:00,8.54,8.54,8.42
TMP-ENT009-00196,ENT009,2024-01-09 03:00:00,7.48,7.91,7.75
TMP-ENT009-00197,ENT009,2024-01-09 04:00:00,8.15,8.08,8.29
TMP-ENT009-00198,ENT009,2024-01-09 05:00:00,11.32,11.35,11.2
TMP-ENT009-00199,ENT009,2024-01-09 06:00:00,11.59,12.25,12.32
TMP-ENT009-00200,ENT009,2024-01-09 07:00:00,14.23,14.38,14.23
TMP-ENT009-00201,ENT009,2024-01-09 08:00:00,14.61,15.18,15.2
TMP-ENT009-00202,ENT009,2024-01-09 09:00:00,15.21,15.49,15.39
TMP-ENT009-00203,ENT009,2024-01-09 10:00:00,16.23,16.11,16.21
TMP-ENT009-00204,ENT009,2024-01-09 11:00:00,15.91,15.65,15.56
TMP-ENT009-00205,ENT009,2024-01-09 12:00:00,16.3,16.34,15.68
TMP-ENT009-00206,ENT009,2024-01-09 13:00:00,16.57,15.98,16.56
TMP-ENT009-00207,ENT009,2024-01-09 14:00:00,15.37,15.49,14.79
TMP-ENT009-00208,ENT009,2024-01-09 15:00:00,13.65,13.62,13.58
TMP-ENT009-00209,ENT009,2024-01-09 16:00:00,11.98,12.12,11.91
TMP-ENT009-00210,ENT009,2024-01-09 17:00:00,11.84,12.0,11.58
TMP-ENT009-00211,ENT009,2024-01-09 18:00:00,9.3,8.65,8.74
TMP-ENT009-00212,ENT009,2024-01-09 19:00:00,8.8,8.73,8.9
TMP-ENT009-00213,ENT009,2024-01-09 20:00:00,9.05,9.25,8.66
TMP-ENT009-00214,ENT009,2024-01-09 21:00:00,8.44,8.75,9.01
TMP-ENT009-00215,ENT009,2024-01-09 22:00:00,7.66,8.53,8.3
TMP-ENT009-00216,ENT009,2024-01-09 23:00:00,8.75,8.7,8.76
TMP-ENT009-00217,ENT009,2024-01-10 00:00:00,8.33,9.39,8.83
TMP-ENT009-00218,ENT009,2024-01-10 01:00:00,7.94,7.76,7.37
TMP-ENT009-00219,ENT009,2024-01-10 02:00:00,7.86,8.49,8.01
TMP-ENT009-00220,ENT009,2024-01-10 03:00:00,8.69,9.14,9.14
TMP-ENT009-00221,ENT009,2024-01-10 04:00:00,8.33,8.9,8.51
TMP-ENT009-00222,ENT009,2024-01-10 05:00:00,10.63,10.77,11.04
TMP-ENT009-00223,ENT009,2024-01-10 06:00:00,12.24,11.87,12.08
TMP-ENT009-00224,ENT009,2024-01-10 07:00:00,14.66,14.57,14.48
TMP-ENT009-00225,ENT009,2024-01-10 08:00:00,15.17,15.4,14.86
TMP-ENT009-00226,ENT009,2024-01-10 09:00:00,15.4,15.12,14.98
TMP-ENT009-00227,ENT009,2024-01-10 10:00:00,16.25,16.38,16.66
TMP-ENT009-00228,ENT009,2024-01-10 11:00:00,16.11,16.15,15.98
TMP-ENT009-00229,ENT009,2024-01-10 12:00:00,15.58,15.57,15.08
TMP-ENT009-00230,ENT009,2024-01-10 13:00:00,16.1,15.55,15.57
TMP-ENT009-00231,ENT009,2024-01-10 14:00:00,15.15,15.18,15.24
TMP-ENT009-00232,ENT009,2024-01-10 15:00:00,14.56,14.44,14.14
TMP-ENT009-00233,ENT009,2024-01-10 16:00:00,12.46,12.46,12.76
TMP-ENT009-00234,ENT009,2024-01-10 17:00:00,12.03,11.98,12.47
TMP-ENT009-00235,ENT009,2024-01-10 18:00:00,8.08,8.31,8.31
TMP-ENT009-00236,ENT009,2024-01-10 19:00:00,7.95,8.72,8.71
TMP-ENT009-00237,ENT009,2024-01-10 20:00:00,8.05,8.4,8.22
TMP-ENT009-00238,ENT009,2024-01-10 21:00:00,8.43,8.43,8.79
TMP-ENT009-00239,ENT009,2024-01-10 22:00:00,8.38,8.83,8.46
TMP-ENT009-00240,ENT009,2024-01-10 23:00:00,8.23,8.55,7.94
TMP-ENT009-00241,ENT009,2024-01-11 00:00:00,8.31,8.78,8.77
TMP-ENT009-00242,ENT009,2024-01-11 01:00:00,9.23,8.6,9.0
TMP-ENT009-00243,ENT009,2024-01-11 02:00:00,9.33,9.47,8.84
TMP-ENT009-00244,ENT009,2024-01-11 03:00:00,8.54,8.57,9.05
TMP-ENT009-00245,ENT009,2024-01-11 04:00:00,8.51,8.46,8.15
TMP-ENT009-00246,ENT009,2024-01-11 05:00:00,11.92,11.62,11.4
TMP-ENT009-00247,ENT009,2024-01-11 06:00:00,12.39,12.73,12.61
TMP-ENT009-00248,ENT009,2024-01-11 07:00:00,14.35,14.74,14.23
TMP-ENT009-00249,ENT009,2024-01-11 08:00:00,15.48,14.97,14.76
TMP-ENT009-00250,ENT009,2024-01-11 09:00:00,16.37,15.82,16.84
TMP-ENT009-00251,ENT009,2024-01-11 10:00:00,15.49,15.33,16.12
TMP-ENT009-00252,ENT009,2024-01-11 11:00:00,17.4,16.7,17.26
TMP-ENT009-00253,ENT009,2024-01-11 12:00:00,15.95,16.0,16.05
TMP-ENT009-00254,ENT009,2024-01-11 13:00:00,15.82,15.57,16.11
TMP-ENT009-00255,ENT009,2024-01-11 14:00:00,14.17,14.1,14.52
TMP-ENT009-00256,ENT009,2024-01-11 15:00:00,13.71,13.72,14.17
TMP-ENT009-00257,ENT009,2024-01-11 16:00:00,12.83,12.93,13.69
TMP-ENT009-00258,ENT009,2024-01-11 17:00:00,12.12,11.6,11.53
TMP-ENT009-00259,ENT009,2024-01-11 18:00:00,8.81,8.13,8.07
TMP-ENT009-00260,ENT009,2024-01-11 19:00:00,9.22,8.92,9.43
TMP-ENT009-00261,ENT009,2024-01-11 20:00:00,9.46,8.85,9.47
TMP-ENT009-00262,ENT009,2024-01-11 21:00:00,7.83,8.96,8.72
TMP-ENT009-00263,ENT009,2024-01-11 22:00:00,8.39,8.16,8.65
TMP-ENT009-00264,ENT009,2024-01-11 23:00:00,9.02,8.66,8.57
TMP-ENT009-00265,ENT009,2024-01-12 00:00:00,8.28,7.74,8.12
TMP-ENT009-00266,ENT009,2024-01-12 01:00:00,8.93,8.74,8.18
TMP-ENT009-00267,ENT009,2024-01-12 02:00:00,9.05,8.66,8.85
TMP-ENT009-00268,ENT009,2024-01-12 03:00:00,8.26,8.36,8.18
TMP-ENT009-00269,ENT009,2024-01-12 04:00:00,8.41,8.06,7.94
TMP-ENT009-00270,ENT009,2024-01-12 05:00:00,11.4,12.12,11.59
TMP-ENT009-00271,ENT009,2024-01-12 06:00:00,12.73,13.28,13.37
TMP-ENT009-00272,ENT009,2024-01-12 07:00:00,14.32,14.0,14.66
TMP-ENT009-00273,ENT009,2024-01-12 08:00:00,15.99,15.15,15.82
TMP-ENT009-00274,ENT009,2024-01-12 09:00:00,15.03,15.48,15.34
TMP-ENT009-00275,ENT009,2024-01-12 10:00:00,16.85,16.58,16.85
TMP-ENT009-00276,ENT009,2024-01-12 11:00:00,17.42,17.71,17.61
TMP-ENT009-00277,ENT009,2024-01-12 12:00:00,17.33,17.32,16.78
TMP-ENT009-00278,ENT009,2024-01-12 13:00:00,14.86,15.53,15.52
TMP-ENT009-00279,ENT009,2024-01-12 14:00:00,15.66,15.27,14.94
TMP-ENT009-00280,ENT009,2024-01-12 15:00:00,14.92,14.56,14.53
TMP-ENT009-00281,ENT009,2024-01-12 16:00:00,13.75,13.23,13.38
TMP-ENT009-00282,ENT009,2024-01-12 17:00:00,11.3,11.59,11.12
TMP-ENT009-00283,ENT009,2024-01-12 18:00:00,8.18,8.56,8.36
TMP-ENT009-00284,ENT009,2024-01-12 19:00:00,8.11,7.98,8.18
TMP-ENT009-00285,ENT009,2024-01-12 20:00:00,8.72,9.39,8.83
TMP-ENT009-00286,ENT009,2024-01-12 21:00:00,9.36,9.08,9.29
TMP-ENT009-00287,ENT009,2024-01-12 22:00:00,9.37,8.64,9.07
TMP-ENT009-00288,ENT009,2024-01-12 23:00:00,9.22,9.1,9.36
TMP-ENT009-00289,ENT009,2024-01-13 00:00:00,9.47,9.12,9.14
TMP-ENT009-00290,ENT009,2024-01-13 01:00:00,7.97,8.2,7.99
TMP-ENT009-00291,ENT009,2024-01-13 02:00:00,8.19,8.21,7.54
TMP-ENT009-00292,ENT009,2024-01-13 03:00:00,8.37,8.29,8.34
TMP-ENT009-00293,ENT009,2024-01-13 04:00:00,8.14,8.97,8.21
TMP-ENT009-00294,ENT009,2024-01-13 05:00:00,12.32,11.89,12.36
TMP-ENT009-00295,ENT009,2024-01-13 06:00:00,14.31,14.33,14.3
TMP-ENT009-00296,ENT009,2024-01-13 07:00:00,14.69,15.36,14.98
TMP-ENT009-00297,ENT009,2024-01-13 08:00:00,15.54,16.27,15.78
TMP-ENT009-00298,ENT009,2024-01-13 09:00:00,15.83,16.06,15.43
TMP-ENT009-00299,ENT009,2024-01-13 10:00:00,15.76,16.54,16.46
TMP-ENT009-00300,ENT009,2024-01-13 11:00:00,17.1,16.54,17.2
TMP-ENT009-00301,ENT009,2024-01-13 12:00:00,16.18,16.56,16.27
TMP-ENT009-00302,ENT009,2024-01-13 13:00:00,16.38,16.14,16.14
TMP-ENT009-00303,ENT009,2024-01-13 14:00:00,15.54,15.38,15.63
TMP-ENT009-00304,ENT009,2024-01-13 15:00:00,13.82,13.63,14.22
TMP-ENT009-00305,ENT009,2024-01-13 16:00:00,13.63,13.13,14.05
TMP-ENT009-00306,ENT009,2024-01-13 17:00:00,11.13,11.2,11.18
TMP-ENT009-00307,ENT009,2024-01-13 18:00:00,8.22,8.76,8.41
TMP-ENT009-00308,ENT009,2024-01-13 19:00:00,8.92,9.2,9.05
TMP-ENT009-00309,ENT009,2024-01-13 20:00:00,8.73,8.75,8.79
TMP-ENT009-00310,ENT009,2024-01-13 21:00:00,8.87,9.16,9.15
TMP-ENT009-00311,ENT009,2024-01-13 22:00:00,8.66,8.41,8.68
TMP-ENT009-00312,ENT009,2024-01-13 23:00:00,9.17,9.21,9.08
TMP-ENT009-00313,ENT009,2024-01-14 00:00:00,8.73,8.39,9.57
TMP-ENT009-00314,ENT009,2024-01-14 01:00:00,9.7,8.96,9.35
TMP-ENT009-00315,ENT009,2024-01-14 02:00:00,9.55,9.82,9.16
TMP-ENT009-00316,ENT009,2024-01-14 03:00:00,9.52,9.68,9.58
TMP-ENT009-00317,ENT009,2024-01-14 04:00:00,8.75,8.63,8.6
TMP-ENT009-00318,ENT009,2024-01-14 05:00:00,11.51,11.24,11.39
TMP-ENT009-00319,ENT009,2024-01-14 06:00:00,13.32,13.74,13.62
TMP-ENT009-00320,ENT009,2024-01-14 07:00:00,15.64,15.73,15.68
TMP-ENT009-00321,ENT009,2024-01-14 08:00:00,15.2,15.19,15.16
TMP-ENT009-00322,ENT009,2024-01-14 09:00:00,17.5,17.26,17.48
TMP-ENT009-00323,ENT009,2024-01-14 10:00:00,16.81,17.16,17.0
TMP-ENT009-00324,ENT009,2024-01-14 11:00:00,16.81,17.6,17.3
TMP-ENT009-00325,ENT009,2024-01-14 12:00:00,15.83,16.61,16.91
TMP-ENT009-00326,ENT009,2024-01-14 13:00:00,16.22,16.12,16.08
TMP-ENT009-00327,ENT009,2024-01-14 14:00:00,15.86,15.69,15.9
TMP-ENT009-00328,ENT009,2024-01-14 15:00:00,14.55,14.36,14.52
TMP-ENT009-00329,ENT009,2024-01-14 16:00:00,13.38,12.67,12.82
TMP-ENT009-00330,ENT009,2024-01-14 17:00:00,12.47,12.88,12.51
TMP-ENT009-00331,ENT009,2024-01-14 18:00:00,10.0,8.8,9.39
TMP-ENT009-00332,ENT009,2024-01-14 19:00:00,8.9,8.28,8.73
