timestamp,capteur_id,temperature,humidite
2025-01-04 14:00:00,SN-TDI-2026-001,9.64,63.95
2025-01-04 15:00:00,SN-TDI-2026-001,7.56,58.29
2025-01-04 16:00:00,SN-TDI-2026-001,12.71,66.11
2025-01-04 17:00:00,SN-TDI-2026-001,8.99,74.53
2025-01-04 18:00:00,SN-TDI-2026-001,10.8,67.17
2025-01-04 19:00:00,SN-TDI-2026-001,12.17,70.55
2025-01-04 20:00:00,SN-TDI-2026-001,9.85,67.55
2025-01-04 21:00:00,SN-TDI-2026-001,8.17,69.35
2025-01-04 22:00:00,SN-TDI-2026-001,8.99,61.73
2025-01-04 23:00:00,SN-TDI-2026-001,7.91,67.3
2025-01-05 00:00:00,SN-TDI-2026-001,11.36,58.79
2025-01-05 01:00:00,SN-TDI-2026-001,10.61,64.7
2025-01-05 02:00:00,SN-TDI-2026-001,11.46,61.81
2025-01-05 03:00:00,SN-TDI-2026-001,9.46,66.81
2025-01-05 04:00:00,SN-TDI-2026-001,8.84,64.67
2025-01-05 05:00:00,SN-TDI-2026-001,9.84,70.72
2025-01-05 06:00:00,SN-TDI-2026-001,8.19,67.47
2025-01-05 07:00:00,SN-TDI-2026-001,11.15,68.94
2025-01-05 08:00:00,SN-TDI-2026-001,10.48,72.4
2025-01-05 09:00:00,SN-TDI-2026-001,11.0,63.57
2025-01-05 10:00:00,SN-TDI-2026-001,11.4,60.69
2025-01-05 11:00:00,SN-TDI-2026-001,10.26,60.61
2025-01-05 12:00:00,SN-TDI-2026-001,9.68,66.91
2025-01-05 13:00:00,SN-TDI-2026-001,14.46,65.87
2025-01-05 14:00:00,SN-TDI-2026-001,7.27,68.26
2025-01-05 15:00:00,SN-TDI-2026-001,13.15,63.33
2025-01-05 16:00:00,SN-TDI-2026-001,10.41,65.49
2025-01-05 17:00:00,SN-TDI-2026-001,9.44,61.99
2025-01-05 18:00:00,SN-TDI-2026-001,8.91,68.14
2025-01-05 19:00:00,SN-TDI-2026-001,9.72,63.19
2025-01-05 20:00:00,SN-TDI-2026-001,8.97,64.41
2025-01-05 21:00:00,SN-TDI-2026-001,10.2,69.48
2025-01-05 22:00:00,SN-TDI-2026-001,12.98,70.02
2025-01-05 23:00:00,SN-TDI-2026-001,8.21,62.92
2025-01-06 00:00:00,SN-TDI-2026-001,8.32,62.79
2025-01-06 01:00:00,SN-TDI-2026-001,8.22,65.36
2025-01-06 02:00:00,SN-TDI-2026-001,10.07,63.73
2025-01-06 03:00:00,SN-TDI-2026-001,13.58,59.51
2025-01-06 04:00:00,SN-TDI-2026-001,9.2,58.26
2025-01-06 05:00:00,SN-TDI-2026-001,10.96,62.25
2025-01-06 06:00:00,SN-TDI-2026-001,7.93,65.36
2025-01-06 07:00:00,SN-TDI-2026-001,9.63,65.91
2025-01-06 08:00:00,SN-TDI-2026-001,11.57,63.24
2025-01-06 09:00:00,SN-TDI-2026-001,11.53,68.25
2025-01-06 10:00:00,SN-TDI-2026-001,7.73,65.2
2025-01-06 11:00:00,SN-TDI-2026-001,7.78,66.88
2025-01-06 12:00:00,SN-TDI-2026-001,10.03,59.35
2025-01-06 13:00:00,SN-TDI-2026-001,11.29,60.11
2025-01-06 14:00:00,SN-TDI-2026-001,8.67,66.85
2025-01-06 15:00:00,SN-TDI-2026-001,10.66,66.26
2025-01-06 16:00:00,SN-TDI-2026-001,9.24,66.58
2025-01-06 17:00:00,SN-TDI-2026-001,9.08,62.19
2025-01-06 18:00:00,SN-TDI-2026-001,10.54,67.05
2025-01-06 19:00:00,SN-TDI-2026-001,8.71,60.44
2025-01-06 20:00:00,SN-TDI-2026-001,11.82,72.52
2025-01-06 21:00:00,SN-TDI-2026-001,10.26,64.64
2025-01-06 22:00:00,SN-TDI-2026-001,8.77,66.29
2025-01-06 23:00:00,SN-TDI-2026-001,7.73,65.39
2025-01-07 00:00:00,SN-TDI-2026-001,9.59,62.94
2025-01-07 01:00:00,SN-TDI-2026-001,13.32,64.99
2025-01-07 02:00:00,SN-TDI-2026-001,10.85,64.29
2025-01-07 03:00:00,SN-TDI-2026-001,10.99,65.35
2025-01-07 04:00:00,SN-TDI-2026-001,11.2,59.21
2025-01-07 05:00:00,SN-TDI-2026-001,9.64,65.08
2025-01-07 06:00:00,SN-TDI-2026-001,7.89,66.29
2025-01-07 07:00:00,SN-TDI-2026-001,12.03,68.54
2025-01-07 08:00:00,SN-TDI-2026-001,8.57,65.62
2025-01-07 09:00:00,SN-TDI-2026-001,9.37,62.94
2025-01-07 10:00:00,SN-TDI-2026-001,8.72,67.59
2025-01-07 11:00:00,SN-TDI-2026-001,8.79,66.4
2025-01-07 12:00:00,SN-TDI-2026-001,9.24,71.54
2025-01-07 13:00:00,SN-TDI-2026-001,9.26,61.86
2025-01-07 14:00:00,SN-TDI-2026-001,7.56,65.85
2025-01-07 15:00:00,SN-TDI-2026-001,12.13,62.81
2025-01-07 16:00:00,SN-TDI-2026-001,8.96,65.33
2025-01-07 17:00:00,SN-TDI-2026-001,10.76,61.89
2025-01-07 18:00:00,SN-TDI-2026-001,11.14,65.78
2025-01-07 19:00:00,SN-TDI-2026-001,11.95,64.13
2025-01-07 20:00:00,SN-TDI-2026-001,9.9,63.63
2025-01-07 21:00:00,SN-TDI-2026-001,8.73,63.48
2025-01-07 22:00:00,SN-TDI-2026-001,8.35,70.57
2025-01-07 23:00:00,SN-TDI-2026-001,8.82,69.16
2025-01-08 00:00:00,SN-TDI-2026-001,7.88,68.2
2025-01-08 01:00:00,SN-TDI-2026-001,11.1,64.35
2025-01-08 02:00:00,SN-TDI-2026-001,10.4,60.27
2025-01-08 03:00:00,SN-TDI-2026-001,10.75,66.52
2025-01-08 04:00:00,SN-TDI-2026-001,8.01,59.82
2025-01-08 05:00:00,SN-TDI-2026-001,11.18,63.89
2025-01-08 06:00:00,SN-TDI-2026-001,12.82,62.97
2025-01-08 07:00:00,SN-TDI-2026-001,12.72,70.54
2025-01-08 08:00:00,SN-TDI-2026-001,9.04,65.5
2025-01-08 09:00:00,SN-TDI-2026-001,10.85,66.83
2025-01-08 10:00:00,SN-TDI-2026-001,11.85,67.39
2025-01-08 11:00:00,SN-TDI-2026-001,10.17,64.5
2025-01-08 12:00:00,SN-TDI-2026-001,6.68,66.53
2025-01-08 13:00:00,SN-TDI-2026-001,11.24,65.56
2025-01-08 14:00:00,SN-TDI-2026-001,10.33,60.97
2025-01-08 15:00:00,SN-TDI-2026-001,9.81,64.4
2025-01-08 16:00:00,SN-TDI-2026-001,12.1,68.24
2025-01-08 17:00:00,SN-TDI-2026-001,10.2,62.23
2025-01-08 18:00:00,SN-TDI-2026-001,10.34,62.82
2025-01-08 19:00:00,SN-TDI-2026-001,8.93,70.22
2025-01-08 20:00:00,SN-TDI-2026-001,9.21,68.55
2025-01-08 21:00:00,SN-TDI-2026-001,12.29,60.52
2025-01-08 22:00:00,SN-TDI-2026-001,9.35,56.63
2025-01-08 23:00:00,SN-TDI-2026-001,9.73,57.36
2025-01-09 00:00:00,SN-TDI-2026-001,9.93,67.07
2025-01-09 01:00:00,SN-TDI-2026-001,10.0,56.88
2025-01-09 02:00:00,SN-TDI-2026-001,10.19,68.98
2025-01-09 03:00:00,SN-TDI-2026-001,7.07,65.08
2025-01-09 04:00:00,SN-TDI-2026-001,11.67,60.03
2025-01-09 05:00:00,SN-TDI-2026-001,10.29,60.92
2025-01-09 06:00:00,SN-TDI-2026-001,9.75,57.22
2025-01-09 07:00:00,SN-TDI-2026-001,10.59,60.74
2025-01-09 08:00:00,SN-TDI-2026-001,9.24,63.78
2025-01-09 09:00:00,SN-TDI-2026-001,9.24,68.72
2025-01-09 10:00:00,SN-TDI-2026-001,8.35,59.1
2025-01-09 11:00:00,SN-TDI-2026-001,11.14,58.29
2025-01-09 12:00:00,SN-TDI-2026-001,11.63,68.36
2025-01-09 13:00:00,SN-TDI-2026-001,10.95,72.52
2025-01-09 14:00:00,SN-TDI-2026-001,11.44,69.62
2025-01-09 15:00:00,SN-TDI-2026-001,7.68,61.31
2025-01-09 16:00:00,SN-TDI-2026-001,11.2,63.58
2025-01-09 17:00:00,SN-TDI-2026-001,8.51,73.08
2025-01-09 18:00:00,SN-TDI-2026-001,11.38,68.12
2025-01-09 19:00:00,SN-TDI-2026-001,11.14,65.36
2025-01-09 20:00:00,SN-TDI-2026-001,9.71,66.52
2025-01-09 21:00:00,SN-TDI-2026-001,11.57,69.51
2025-01-09 22:00:00,SN-TDI-2026-001,10.05,69.81
2025-01-09 23:00:00,SN-TDI-2026-001,8.5,61.89
2025-01-10 00:00:00,SN-TDI-2026-001,11.94,67.51
2025-01-10 01:00:00,SN-TDI-2026-001,6.48,62.27
2025-01-10 02:00:00,SN-TDI-2026-001,7.56,56.46
2025-01-10 03:00:00,SN-TDI-2026-001,9.66,62.48
2025-01-10 04:00:00,SN-TDI-2026-001,9.04,61.61
2025-01-10 05:00:00,SN-TDI-2026-001,12.11,62.3
2025-01-10 06:00:00,SN-TDI-2026-001,9.2,66.67
2025-01-10 07:00:00,SN-TDI-2026-001,7.1,59.47
2025-01-10 08:00:00,SN-TDI-2026-001,10.89,62.66
2025-01-10 09:00:00,SN-TDI-2026-001,9.89,65.65
2025-01-10 10:00:00,SN-TDI-2026-001,9.32,62.57
2025-01-10 11:00:00,SN-TDI-2026-001,10.61,67.68
2025-01-10 12:00:00,SN-TDI-2026-001,10.64,69.12
2025-01-10 13:00:00,SN-TDI-2026-001,9.14,61.51
2025-01-10 14:00:00,SN-TDI-2026-001,9.39,66.5
2025-01-10 15:00:00,SN-TDI-2026-001,10.02,70.09
2025-01-10 16:00:00,SN-TDI-2026-001,11.89,62.56
2025-01-10 17:00:00,SN-TDI-2026-001,9.21,66.57
2025-01-10 18:00:00,SN-TDI-2026-001,8.46,67.28
2025-01-10 19:00:00,SN-TDI-2026-001,10.19,58.34
2025-01-10 20:00:00,SN-TDI-2026-001,10.31,69.3
2025-01-10 21:00:00,SN-TDI-2026-001,10.22,68.26
2025-01-10 22:00:00,SN-TDI-2026-001,10.98,62.45
2025-01-10 23:00:00,SN-TDI-2026-001,8.42,69.42
2025-01-11 00:00:00,SN-TDI-2026-001,13.75,60.68
2025-01-11 01:00:00,SN-TDI-2026-001,12.3,63.81
2025-01-11 02:00:00,SN-TDI-2026-001,9.6,56.95
2025-01-11 03:00:00,SN-TDI-2026-001,10.25,68.49
2025-01-11 04:00:00,SN-TDI-2026-001,8.9,69.57
2025-01-11 05:00:00,SN-TDI-2026-001,9.81,75.59
2025-01-11 06:00:00,SN-TDI-2026-001,9.21,67.67
2025-01-11 07:00:00,SN-TDI-2026-001,7.75,67.47
2025-01-11 08:00:00,SN-TDI-2026-001,6.95,64.63
2025-01-11 09:00:00,SN-TDI-2026-001,7.72,64.54
2025-01-11 10:00:00,SN-TDI-2026-001,9.38,68.74
2025-01-11 11:00:00,SN-TDI-2026-001,12.02,54.19
2025-01-11 12:00:00,SN-TDI-2026-001,9.51,67.23
2025-01-11 13:00:00,SN-TDI-2026-001,10.97,65.06
2025-01-11 14:00:00,SN-TDI-2026-001,10.44,65.34
2025-01-11 15:00:00,SN-TDI-2026-001,8.13,71.2
2025-01-11 16:00:00,SN-TDI-2026-001,10.88,67.79
2025-01-11 17:00:00,SN-TDI-2026-001,7.95,68.57
2025-01-11 18:00:00,SN-TDI-2026-001,9.02,67.27
2025-01-11 19:00:00,SN-TDI-2026-001,9.66,62.95
2025-01-11 20:00:00,SN-TDI-2026-001,10.34,59.98
2025-01-11 21:00:00,SN-TDI-2026-001,10.45,67.75
2025-01-11 22:00:00,SN-TDI-2026-001,9.26,68.64
2025-01-11 23:00:00,SN-TDI-2026-001,11.49,61.1
2025-01-12 00:00:00,SN-TDI-2026-001,10.71,59.0
2025-01-12 01:00:00,SN-TDI-2026-001,7.9,61.88
2025-01-12 02:00:00,SN-TDI-2026-001,10.04,69.67
2025-01-12 03:00:00,SN-TDI-2026-001,9.65,68.17
2025-01-12 04:00:00,SN-TDI-2026-001,10.17,66.38
2025-01-12 05:00:00,SN-TDI-2026-001,11.23,58.06
2025-01-12 06:00:00,SN-TDI-2026-001,7.77,64.71
2025-01-12 07:00:00,SN-TDI-2026-001,9.3,59.88
2025-01-12 08:00:00,SN-TDI-2026-001,10.46,65.06
2025-01-12 09:00:00,SN-TDI-2026-001,13.68,58.56
2025-01-12 10:00:00,SN-TDI-2026-001,11.32,63.73
2025-01-12 11:00:00,SN-TDI-2026-001,13.12,57.51
2025-01-12 12:00:00,SN-TDI-2026-001,11.31,71.12
2025-01-12 13:00:00,SN-TDI-2026-001,7.96,70.13
2025-01-12 14:00:00,SN-TDI-2026-001,9.57,59.77
2025-01-12 15:00:00,SN-TDI-2026-001,9.61,63.34
2025-01-12 16:00:00,SN-TDI-2026-001,9.03,62.91
2025-01-12 17:00:00,SN-TDI-2026-001,11.22,64.2
2025-01-12 18:00:00,SN-TDI-2026-001,7.52,58.21
2025-01-12 19:00:00,SN-TDI-2026-001,11.7,65.35
2025-01-12 20:00:00,SN-TDI-2026-001,8.33,64.77
2025-01-12 21:00:00,SN-TDI-2026-001,10.79,66.23
2025-01-12 22:00:00,SN-TDI-2026-001,11.8,71.23
2025-01-12 23:00:00,SN-TDI-2026-001,12.87,71.64
2025-01-13 00:00:00,SN-TDI-2026-001,10.61,67.18
2025-01-13 01:00:00,SN-TDI-2026-001,10.58,66.85
2025-01-13 02:00:00,SN-TDI-2026-001,9.72,60.28
2025-01-13 03:00:00,SN-TDI-2026-001,8.35,66.03
2025-01-13 04:00:00,SN-TDI-2026-001,9.49,65.82
2025-01-13 05:00:00,SN-TDI-2026-001,9.79,61.72
2025-01-13 06:00:00,SN-TDI-2026-001,8.45,59.14
2025-01-13 07:00:00,SN-TDI-2026-001,8.93,67.99
2025-01-13 08:00:00,SN-TDI-2026-001,8.3,67.94
2025-01-13 09:00:00,SN-TDI-2026-001,10.78,65.3
2025-01-13 10:00:00,SN-TDI-2026-001,8.59,67.1
2025-01-13 11:00:00,SN-TDI-2026-001,10.15,64.51
2025-01-13 12:00:00,SN-TDI-2026-001,11.35,72.68
2025-01-13 13:00:00,SN-TDI-2026-001,10.97,63.76
2025-01-13 14:00:00,SN-TDI-2026-001,10.36,63.5
2025-01-13 15:00:00,SN-TDI-2026-001,10.4,69.12
2025-01-13 16:00:00,SN-TDI-2026-001,12.55,67.05
2025-01-13 17:00:00,SN-TDI-2026-001,8.11,59.93
2025-01-13 18:00:00,SN-TDI-2026-001,9.25,64.53
2025-01-13 19:00:00,SN-TDI-2026-001,11.39,68.17
2025-01-13 20:00:00,SN-TDI-2026-001,11.55,63.66
2025-01-13 21:00:00,SN-TDI-2026-001,11.88,60.18
2025-01-13 22:00:00,SN-TDI-2026-001,10.6,58.36
2025-01-13 23:00:00,SN-TDI-2026-001,12.23,61.78
2025-01-14 00:00:00,SN-TDI-2026-001,9.65,72.36
2025-01-14 01:00:00,SN-TDI-2026-001,11.59,73.47
2025-01-14 02:00:00,SN-TDI-2026-001,8.28,69.04
2025-01-14 03:00:00,SN-TDI-2026-001,10.54,65.63
2025-01-14 04:00:00,SN-TDI-2026-001,9.84,69.64
2025-01-14 05:00:00,SN-TDI-2026-001,7.91,62.72
2025-01-14 06:00:00,SN-TDI-2026-001,13.31,65.58
2025-01-14 07:00:00,SN-TDI-2026-001,9.23,68.83
2025-01-14 08:00:00,SN-TDI-2026-001,8.05,64.23
2025-01-14 09:00:00,SN-TDI-2026-001,12.79,61.7
2025-01-14 10:00:00,SN-TDI-2026-001,10.56,58.24
2025-01-14 11:00:00,SN-TDI-2026-001,11.95,70.96
2025-01-14 12:00:00,SN-TDI-2026-001,10.27,59.28
2025-01-14 13:00:00,SN-TDI-2026-001,8.53,56.08
2025-01-14 14:00:00,SN-TDI-2026-001,10.54,58.57
2025-01-14 15:00:00,SN-TDI-2026-001,13.17,60.63
2025-01-14 16:00:00,SN-TDI-2026-001,9.82,65.01
2025-01-14 17:00:00,SN-TDI-2026-001,10.78,61.33
2025-01-14 18:00:00,SN-TDI-2026-001,11.69,62.56
2025-01-14 19:00:00,SN-TDI-2026-001,11.85,67.79
2025-01-14 20:00:00,SN-TDI-2026-001,11.2,62.1
2025-01-14 21:00:00,SN-TDI-2026-001,10.33,63.13
2025-01-14 22:00:00,SN-TDI-2026-001,10.5,64.61
2025-01-14 23:00:00,SN-TDI-2026-001,8.58,67.91
2025-01-15 00:00:00,SN-TDI-2026-001,12.2,63.29
2025-01-15 01:00:00,SN-TDI-2026-001,12.53,67.15
2025-01-15 02:00:00,SN-TDI-2026-001,10.2,59.97
2025-01-15 03:00:00,SN-TDI-2026-001,8.47,67.38
2025-01-15 04:00:00,SN-TDI-2026-001,11.7,60.21
2025-01-15 05:00:00,SN-TDI-2026-001,9.75,62.58
2025-01-15 06:00:00,SN-TDI-2026-001,10.66,54.83
2025-01-15 07:00:00,SN-TDI-2026-001,10.57,65.77
2025-01-15 08:00:00,SN-TDI-2026-001,10.12,64.99
2025-01-15 09:00:00,SN-TDI-2026-001,9.88,66.32
2025-01-15 10:00:00,SN-TDI-2026-001,11.82,67.27
2025-01-15 11:00:00,SN-TDI-2026-001,12.35,66.06
2025-01-15 12:00:00,SN-TDI-2026-001,10.3,65.51
2025-01-15 13:00:00,SN-TDI-2026-001,10.86,66.08
2025-01-15 14:00:00,SN-TDI-2026-001,9.13,66.48
2025-01-15 15:00:00,SN-TDI-2026-001,10.64,58.77
2025-01-15 16:00:00,SN-TDI-2026-001,11.22,67.79
2025-01-15 17:00:00,SN-TDI-2026-001,9.56,67.32
2025-01-15 18:00:00,SN-TDI-2026-001,8.93,64.47
2025-01-15 19:00:00,SN-TDI-2026-001,9.17,65.53
2025-01-15 20:00:00,SN-TDI-2026-001,13.05,69.82
2025-01-15 21:00:00,SN-TDI-2026-001,9.58,58.8
2025-01-15 22:00:00,SN-TDI-2026-001,12.06,59.79
2025-01-15 23:00:00,SN-TDI-2026-001,9.51,63.8
2025-01-16 00:00:00,SN-TDI-2026-001,11.18,64.03
2025-01-16 01:00:00,SN-TDI-2026-001,10.3,61.89
2025-01-16 02:00:00,SN-TDI-2026-001,9.1,68.08
2025-01-16 03:00:00,SN-TDI-2026-001,9.55,61.01
2025-01-16 04:00:00,SN-TDI-2026-001,11.6,58.05
2025-01-16 05:00:00,SN-TDI-2026-001,8.59,68.04
2025-01-16 06:00:00,SN-TDI-2026-001,9.21,58.02
2025-01-16 07:00:00,SN-TDI-2026-001,10.4,59.39
2025-01-16 08:00:00,SN-TDI-2026-001,9.83,66.91
2025-01-16 09:00:00,SN-TDI-2026-001,12.21,62.1
2025-01-16 10:00:00,SN-TDI-2026-001,12.51,63.84
2025-01-16 11:00:00,SN-TDI-2026-001,13.37,66.36
2025-01-16 12:00:00,SN-TDI-2026-001,12.18,59.07
2025-01-16 13:00:00,SN-TDI-2026-001,9.55,60.08
2025-01-16 14:00:00,SN-TDI-2026-001,9.35,67.09
2025-01-16 15:00:00,SN-TDI-2026-001,9.38,74.83
2025-01-16 16:00:00,SN-TDI-2026-001,9.53,69.95
2025-01-16 17:00:00,SN-TDI-2026-001,7.28,65.05
2025-01-16 18:00:00,SN-TDI-2026-001,9.41,66.69
2025-01-16 19:00:00,SN-TDI-2026-001,11.6,65.62
2025-01-16 20:00:00,SN-TDI-2026-001,7.35,65.36
2025-01-16 21:00:00,SN-TDI-2026-001,12.73,64.2
2025-01-16 22:00:00,SN-TDI-2026-001,10.49,62.44
2025-01-16 23:00:00,SN-TDI-2026-001,11.18,58.97
2025-01-17 00:00:00,SN-TDI-2026-001,10.66,58.87
2025-01-17 01:00:00,SN-TDI-2026-001,11.4,65.29
2025-01-17 02:00:00,SN-TDI-2026-001,10.93,64.98
2025-01-17 03:00:00,SN-TDI-2026-001,9.16,64.86
2025-01-17 04:00:00,SN-TDI-2026-001,10.44,64.3
2025-01-17 05:00:00,SN-TDI-2026-001,10.59,68.54
2025-01-17 06:00:00,SN-TDI-2026-001,10.59,58.23
2025-01-17 07:00:00,SN-TDI-2026-001,11.33,63.26
2025-01-17 08:00:00,SN-TDI-2026-001,12.75,71.01
2025-01-17 09:00:00,SN-TDI-2026-001,9.35,64.94
2025-01-17 10:00:00,SN-TDI-2026-001,10.1,67.92
2025-01-17 11:00:00,SN-TDI-2026-001,11.94,63.35
2025-01-17 12:00:00,SN-TDI-2026-001,11.82,62.44
2025-01-17 13:00:00,SN-TDI-2026-001,8.51,61.02
2025-01-17 14:00:00,SN-TDI-2026-001,12.06,67.31
2025-01-17 15:00:00,SN-TDI-2026-001,9.77,64.75
2025-01-17 16:00:00,SN-TDI-2026-001,12.54,57.39
2025-01-17 17:00:00,SN-TDI-2026-001,10.57,64.87
2025-01-17 18:00:00,SN-TDI-2026-001,9.61,60.12
2025-01-17 19:00:00,SN-TDI-2026-001,12.45,61.29
2025-01-17 20:00:00,SN-TDI-2026-001,8.68,73.18
2025-01-17 21:00:00,SN-TDI-2026-001,9.51,61.38
2025-01-17 22:00:00,SN-TDI-2026-001,11.05,60.71
2025-01-17 23:00:00,SN-TDI-2026-001,8.5,63.65
2025-01-18 00:00:00,SN-TDI-2026-001,11.21,59.85
2025-01-18 01:00:00,SN-TDI-2026-001,9.58,61.74
2025-01-18 02:00:00,SN-TDI-2026-001,11.09,58.18
2025-01-18 03:00:00,SN-TDI-2026-001,9.46,63.09
2025-01-18 04:00:00,SN-TDI-2026-001,10.8,62.56
2025-01-18 05:00:00,SN-TDI-2026-001,9.91,70.58
2025-01-18 06:00:00,SN-TDI-2026-001,13.15,58.32
2025-01-18 07:00:00,SN-TDI-2026-001,10.12,65.12
2025-01-18 08:00:00,SN-TDI-2026-001,8.45,64.65
2025-01-18 09:00:00,SN-TDI-2026-001,12.29,62.09
2025-01-18 10:00:00,SN-TDI-2026-001,11.84,73.03
2025-01-18 11:00:00,SN-TDI-2026-001,9.68,69.09
2025-01-18 12:00:00,SN-TDI-2026-001,12.21,62.23
2025-01-18 13:00:00,SN-TDI-2026-001,13.32,63.74
2025-01-18 14:00:00,SN-TDI-2026-001,10.16,70.63
